CONTROL_NUMBER_N,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
15168,17,51,0,C,1,22,H,M,5,0,P,0,,1071,357,75,23527,0,32,26,27,0,0,F,1,0.143,25,0.333,25,1,1,21,7,16,25,1,25,0,25,25,25,5,11,21,21,25,1
15169,113,46,0,T,1,35,H,M,6,1,B,7,7,635,255,80,10264,3,46,28,36,1,0,A,1,0.095,20,0,0,2,0,18,29,67,130,9,14.44,15,20,5,20,6,13,18,112,14.44,5
15170,77,40,0,S,1,13,H,M,7,0,P,0,9,1139,630,96,27594,0,28,29,43,0,0,A,1,0.063,50,0,0,1,0,17,20,54,175,5,35,25,50,25,50,6,13,17,75,35,1
15171,65,36,0,S,1,12,H,F,6,1,B,1,,1044,556,83,17435,0,22,42,8,0,0,A,1,0.143,15,0.2,16,2,1,20,12,36,40,3,13.33,6,16,10,16,4,10,20,57,13.33,2
15172,113,66,0,T,2,38,H,M,3,1,B,1,4,698,247,44,10846,0,26,42,20,1,1,S,4,0.611,11.82,0.636,11.57,11,7,17,29,75,355,38,9.34,10,13,3,4,6,14,15,105,9.34,20
15173,77,56,0,U,4,10,U,F,1,0,B,2,,550,91,10,10050,0,19,46,31,1,1,S,4,0.5,5,0.364,5,11,4,8,34,90,154,28,5.5,7,10,3,5,11,25,8,80,5.5,7
15174,53,63,0,C,1,24,H,F,7,0,P,0,9,1820,658,89,21536,0,31,47,21,0,0,A,1,0.05,26,0.1,26,1,1,17,20,46,92,5,18.4,16,26,10,26,6,13,17,52,18.4,3
15175,89,66,0,U,2,7,U,M,2,1,M,19,4,1063,261,37,13479,0,13,0,90,1,1,S,3,0.353,5,0.4,5.25,6,4,17,23,56,78,22,3.55,5,7,2,5,5,12,15,81,3.55,11
15176,125,61,0,?,?,,H,M,6,1,P,0,6,685,384,76,15939,0,0,0,0,1,8,A,1,0.091,32,0.091,31,2,1,26,31,77,303,18,16.83,28,33,5,33,5,12,26,122,16.83,9
15177,29,67,0,T,3,41,H,M,2,0,P,0,,663,232,43,13714,0,0,0,0,0,0,A,1,0.154,20,0.333,20,2,2,22,9,22,40,2,20,0,20,20,20,4,10,22,29,20,2
15178,125,47,0,C,3,33,H,F,2,0,B,7,1,500,197,70,11443,0,51,12,61,1,5,A,1,0.143,18.67,0.091,20,3,1,17,32,81,171.06,18,9.5,19.94,20,0.06,20,6,13,17,125,9.5,14
15179,41,59,0,S,1,12,H,M,6,0,B,2,,3617,549,77,19464,0,23,31,28,1,1,S,4,0.421,6.88,0.6,6.5,8,6,17,15,34,60,9,6.67,4,9,5,8,6,12,17,41,6.67,7
15180,113,49,0,C,1,24,H,F,2,0,P,0,7,913,422,75,16499,0,19,53,35,1,1,S,4,0.286,20,0.3,20,6,3,17,26,69,302,33,9.15,23,25,2,25,4,9,17,101,9.15,16
15181,29,79,0,S,2,20,U,F,1,1,B,1,,929,315,40,17069,0,33,33,40,0,0,A,2,0.2,43.33,0.143,20,3,1,16,11,28,130,3,43.33,55,75,20,35,6,16,16,31,43.33,1
15182,41,50,0,C,2,27,H,F,4,1,B,1,,571,243,81,13144,0,32,38,35,1,0,A,3,0.25,9,0.222,10,5,2,22,13,34,55,6,9.17,3,10,7,10,5,11,22,41,9.17,3
15183,113,42,0,S,2,16,H,M,5,1,B,6,5,653,319,70,13038,0,42,35,26,1,0,A,4,0.278,5,0.5,5,5,4,17,25,62,69,13,5.31,5,8,3,5,6,12,17,101,5.31,9
15184,29,23,0,?,?,,U,F,4,1,M,0,,585,480,84,33813,0,0,0,0,0,0,A,2,0.154,25,0.286,25,2,2,21,11,25,75,3,25,0,25,25,25,6,13,18,29,25,2
15185,53,56,0,U,2,4,U,M,2,1,B,12,,1563,263,28,16647,1,35,26,48,0,0,A,3,0.263,8.8,0.333,8.67,5,3,20,17,41,69,9,7.67,5,10,5,10,6,12,20,52,7.67,5
15186,113,38,0,T,2,40,H,F,5,1,B,20,7,737,450,93,15864,0,18,22,40,1,1,S,2,0.211,9.5,0.333,9,4,3,20,26,64,99,11,9,8,13,5,9,5,11,20,103,9,8
15187,113,75,1,T,2,40,U,M,,0,N,0,7,1044,414,94,14245,0,29,49,8,1,3,A,1,0.3,10,0.3,9,6,3,19,29,98,193,22,8.77,18,20,2,12,6,31,7,104,8.77,8
15188,17,69,0,S,2,20,H,M,6,1,B,12,,452,198,53,12148,0,29,22,37,0,0,F,1,0.167,15,0.333,15,1,1,21,5,12,15,1,15,0,15,15,15,3,8,21,21,15,1
15189,29,34,0,C,1,24,H,F,7,1,B,4,,1244,545,89,18997,0,36,53,21,0,0,A,1,0.143,15,0.167,10,2,1,26,9,22,30,2,15,10,20,10,20,4,9,26,31,15,1
15190,41,70,0,R,2,49,H,F,3,1,B,19,,438,342,97,11227,0,31,24,33,1,1,S,4,0.611,4.55,0.625,5,11,5,16,12,31,50,11,4.55,3,5,2,5,6,14,16,35,4.55,5
15191,77,,1,C,2,29,U,F,,0,N,0,7,2298,374,90,31281,0,50,0,89,1,22,A,1,0.091,150,0,0,2,0,18,25,115,1383,14,98.79,297,300,3,300,6,35,6,76,98.79,4
15192,29,62,0,T,1,35,H,F,7,1,B,6,,886,490,95,17633,0,32,56,10,0,0,A,1,0.143,42.5,0.286,42.5,2,2,23,11,25,85,2,42.5,65,75,10,75,6,13,23,29,42.5,2
15193,89,86,0,U,3,9,U,M,2,1,P,0,3,0,181,0,18584,4,33,0,64,1,0,A,1,0.056,15,0.125,15,1,1,15,21,56,80,6,13.33,5,15,10,15,3,10,15,89,13.33,5
15194,77,,0,R,1,42,U,M,3,0,B,0,8,1291,336,65,17946,0,24,41,24,1,1,S,3,0.19,10.25,0.3,10,4,3,17,22,57,104,12,8.67,7,12,5,12,6,13,17,73,8.67,6
15195,41,,0,U,2,4,U,M,4,0,M,0,2,2656,356,43,19908,0,28,34,25,1,0,A,1,0.143,11.67,0.2,10,3,2,25,16,38,53,6,8.83,12,15,3,15,6,12,25,44,8.83,3
15196,77,55,0,R,2,46,H,M,4,0,P,0,2,1246,221,78,12172,0,39,21,40,1,0,A,1,0.105,22.5,0.222,22.5,2,2,18,21,50,63,6,10.5,22,25,3,25,6,14,18,66,10.5,5
15197,137,49,0,S,2,16,H,F,6,0,P,0,7,574,339,88,13308,0,35,40,40,1,1,S,3,0.286,10.33,0.273,10,6,3,20,33,79,247,33,7.48,13,16,3,10,6,13,17,128,7.48,17
15198,137,78,1,R,1,42,U,F,1,1,B,5,5,606,339,82,13281,0,29,39,37,1,1,S,3,0.15,11,0.222,11,3,2,15,33,75,185,21,8.81,10,13,3,10,6,13,4,125,8.81,13
15199,41,,0,?,?,,U,M,,0,N,0,,0,0,0,0,0,0,0,0,0,0,A,1,0.133,14,0.2,17,2,1,20,12,30,33,3,11,12,17,5,17,5,11,20,45,11,2
15200,41,47,0,T,2,40,H,F,5,1,P,0,7,942,545,95,20057,0,40,37,18,0,0,A,2,0.118,15,0,0,2,0,15,13,36,45,4,11.25,10,15,5,15,5,15,15,44,11.25,1
15201,29,75,0,T,2,40,H,M,3,1,B,1,,1175,272,82,12987,0,30,8,42,1,0,A,4,0.333,10.17,0.444,10,6,4,18,13,29,82,8,10.25,9,15,6,15,6,13,18,33,10.25,4
15202,137,55,1,R,2,46,H,M,4,1,P,0,5,538,263,76,11178,0,36,36,34,1,3,A,1,0.095,32.5,0.182,32.5,2,2,21,36,128,970,34,28.53,72.5,85,12.5,40,8,33,5,129,28.53,13
15203,137,,1,R,2,48,U,F,2,1,M,17,6,707,263,88,13242,1,53,30,47,1,0,A,1,0.063,20,0.143,20,1,1,21,30,83,94,15,6.27,17,20,3,20,6,14,21,131,6.27,8
15204,77,65,0,R,2,45,H,F,2,1,B,1,5,463,225,83,11650,0,35,26,37,0,0,A,4,0.381,4.13,0.455,3.8,8,5,16,21,50,59,16,3.69,4,6,2,4,6,13,16,67,3.69,6
15205,17,30,0,S,2,18,U,M,4,1,B,6,,898,460,94,15565,0,40,39,17,0,0,F,1,0.2,15,0.5,15,1,1,17,5,14,15,1,15,0,15,15,15,4,11,17,17,15,1
15206,17,,0,S,2,18,U,F,,0,N,0,,1333,118,10,11715,3,33,22,40,0,0,F,1,0.2,20,0.5,20,1,1,16,6,16,20,1,20,0,20,20,20,5,14,16,16,20,1
15207,29,27,0,R,2,46,U,M,1,0,P,0,,765,549,89,17504,0,33,24,46,0,0,A,3,0.231,8.33,0.167,10,3,1,17,10,25,28,4,7,7,10,3,10,6,13,17,28,7,1
15208,17,63,0,C,2,29,H,F,7,1,B,1,,1292,394,87,24848,0,49,5,78,0,0,F,1,0.2,50,0,0,1,0,16,6,14,50,1,50,0,50,50,50,5,12,16,16,50,0
15209,41,53,0,C,2,28,H,F,5,1,P,0,,720,364,90,18273,0,41,31,47,0,0,A,2,0.15,12.33,0.222,13,3,2,24,15,36,66,6,11,10,15,5,15,6,13,17,45,11,4
15210,101,65,0,U,3,8,U,F,,0,N,0,8,504,200,84,9291,0,47,25,43,1,1,S,4,0.421,5.88,0.545,5.67,8,6,21,24,55,115,21,5.48,5,8,3,3,6,12,4,92,5.48,12
15211,89,81,0,R,2,44,H,M,2,0,P,0,,585,326,81,14653,1,32,27,36,1,1,S,1,0.105,15,0.111,15,2,1,17,21,53,85,8,10.63,10,15,5,15,5,12,17,78,10.63,5
15212,53,42,0,C,1,22,U,M,,0,N,0,2,675,278,18,22221,0,34,13,35,1,1,S,3,0.105,12,0.125,10,2,1,18,17,70,101,9,11.22,13,18,5,14,6,33,18,52,11.22,4
15213,137,56,0,T,2,38,U,M,,0,N,0,4,578,221,50,10622,0,31,13,38,1,5,A,1,0.095,16,0.1,15,2,1,26,30,73,151,14,10.79,12,17,5,17,5,11,26,126,10.79,10
15214,89,81,0,U,1,1,H,F,2,1,B,11,,2333,316,42,33535,0,17,23,46,1,0,A,3,0.2,10,0.111,10,4,1,19,24,59,95,13,7.31,5,10,5,10,6,13,19,80,7.31,6
15215,53,61,0,C,3,30,U,F,1,1,P,0,0,205,175,74,7535,2,15,14,48,0,0,A,1,0.067,20,0,0,1,0,18,13,32,33,3,11,17,20,3,20,6,12,18,53,11,1
15216,113,,1,U,2,4,U,F,,0,N,0,2,2017,274,10,13196,0,14,8,39,1,11,A,1,0.05,12,0,0,1,0,19,28,79,246,19,12.95,15,20,5,10,6,18,8,104,12.95,9
15217,137,61,0,T,2,40,H,F,3,0,B,2,7,735,358,74,12516,14,40,65,10,1,0,A,1,0,0,0,0,0,0,,29,69,126.08,10,12.61,24.92,25,0.08,25,6,14,18,129,12.61,5
15218,17,56,0,U,3,8,U,F,2,0,M,0,,412,243,75,11072,0,31,37,28,0,0,F,1,0.2,15,0.5,15,1,1,17,5,14,15,1,15,0,15,15,15,4,11,17,17,15,1
15219,17,46,0,T,3,41,U,M,,0,N,0,,513,243,83,10456,0,29,9,43,0,0,F,1,0.143,20,0.333,20,1,1,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,1
15220,41,,0,T,2,40,U,F,,0,N,0,,818,405,88,14310,1,33,40,20,0,0,A,1,0.111,12,0,0,2,0,15,11,29,29,3,9.67,10,15,5,15,4,11,15,42,9.67,1
15221,137,78,0,T,2,40,U,U,,1,N,0,3,678,260,77,11906,3,46,35,43,1,4,A,1,0.111,10,0.143,10,2,1,24,28,73,158,18,8.78,8,12,4,10,4,12,24,130,8.78,13
15222,137,75,0,S,2,20,H,F,2,0,B,32,7,585,345,69,15091,0,45,17,59,1,7,A,1,0.2,9.75,0.4,9.75,4,4,21,32,80,175,25,7,6,11,5,10,5,11,21,128,7,17
15223,29,65,0,U,3,8,H,M,5,0,B,1,,740,314,82,11579,0,22,21,44,0,0,A,1,0.133,15,0.167,10,2,1,18,9,23,30,2,15,10,20,10,20,4,10,18,33,15,1
15224,137,83,0,C,3,32,U,F,,0,N,0,0,549,275,45,13286,1,25,35,22,0,0,A,2,0.158,20.67,0.111,20,3,1,18,31,70,202,11,18.36,15,25,10,22,6,14,18,123,18.36,6
15225,29,43,0,C,1,24,H,M,7,0,M,3,,1042,434,70,17430,5,44,43,32,0,0,A,1,0.143,17.5,0,0,2,0,26,9,24,35,2,17.5,15,25,10,25,5,11,26,32,17.5,0
15226,137,45,0,C,1,22,H,F,6,0,B,4,9,1480,560,79,22088,1,24,39,13,1,1,S,4,0.364,8.63,0.636,8.57,8,7,20,32,83,358,47,7.62,8,11,3,8,5,10,20,130,7.62,25
15227,137,57,0,C,2,25,U,F,2,1,B,10,6,716,146,39,11136,0,23,47,22,1,7,E,1,0.067,10,0,0,1,0,31,29,73,287,23,12.48,15,20,5,10,3,10,15,130,12.48,11
15228,29,,0,R,2,45,U,F,,0,N,0,,378,209,69,11734,0,32,24,40,1,0,A,3,0.308,20.75,0.429,19.33,4,3,18,11,26,83,4,20.75,17,27,10,25,6,14,18,28,20.75,3
15229,89,58,0,R,1,42,U,M,4,1,M,4,,590,344,76,19652,0,30,27,26,1,1,S,4,0.263,5,0.375,5,5,3,17,21,52,66,14,4.71,2,5,3,5,6,13,17,81,4.71,10
15230,101,70,0,T,2,40,U,M,6,1,B,1,9,799,429,95,15469,0,59,51,20,1,1,S,4,0.409,10,0.455,10,9,5,22,26,66,219,24,9.13,7,10,3,10,6,14,22,93,9.13,14
15231,113,,0,R,3,53,U,M,2,1,P,0,,253,195,82,8988,0,29,34,40,1,1,S,2,0.2,7.33,0.429,7.33,3,3,17,25,65,55,13,4.23,8,10,2,10,6,13,17,113,4.23,12
15232,101,72,0,C,3,30,U,F,1,0,M,2,,620,213,43,14647,0,14,26,38,1,1,S,2,0.15,11,0,0,3,0,19,24,59,72,12,6,12,15,3,15,6,13,19,90,6,4
15233,41,,0,S,1,13,H,F,6,1,B,13,,953,460,83,25125,0,21,18,83,0,0,A,3,0.211,10,0.25,10,4,2,16,14,34,50,5,10,10,15,5,10,6,14,16,42,10,3
15234,17,63,0,C,3,30,H,F,3,1,B,18,,396,241,68,9338,0,46,35,40,0,0,N,2,0.143,50,0,0,1,0,19,7,18,100,2,50,0,50,50,50,6,13,18,19,50,0
15235,29,,0,R,2,43,U,M,,0,N,0,,482,239,73,11149,0,26,26,36,0,0,N,2,0.167,13,0.333,13,2,2,18,10,21,26,2,13,6,16,10,16,6,12,18,23,13,2
15236,29,,0,U,1,3,U,F,,0,N,0,,2042,409,61,13158,2,24,4,52,0,0,A,4,0.267,10,0.375,11.67,4,3,17,12,31,51,6,8.5,10,15,5,10,6,15,17,29,8.5,3
15237,113,81,0,T,3,41,H,F,1,0,P,0,2,327,157,43,9048,0,23,38,21,1,17,A,1,0.048,15,0,0,1,0,26,30,70,134,13,10.31,17,20,3,15,5,10,26,112,10.31,7
15238,113,67,0,R,2,43,U,M,4,1,B,14,1,396,248,78,10419,0,34,27,35,1,0,A,3,0.15,12.67,0.333,12.67,3,3,16,26,63,107,11,9.73,9,14,5,14,6,15,15,111,9.73,9
15239,125,78,0,U,2,5,U,F,,0,N,0,5,2024,352,50,11885,0,21,27,61,1,1,S,2,0.227,10,0,0,5,0,19,27,69,164,19,8.63,9,13,4,10,6,13,19,119,8.63,7
15240,29,,0,T,1,34,U,M,4,0,P,0,,522,122,28,6202,0,28,39,39,0,0,A,1,0.167,20,0.333,20,2,2,21,9,22,40,2,20,0,20,20,20,4,10,21,29,20,2
15241,101,,0,S,2,17,U,U,,0,N,0,,2128,315,41,29923,29,37,38,8,1,0,E,1,0.375,14.67,0.5,15,3,2,20,16,34,131,10,13.1,15,20,5,20,2,6,20,92,13.1,8
15242,17,,0,T,2,40,H,F,2,1,B,0,,693,343,89,9139,0,24,39,20,0,0,E,1,0.5,20,1,20,1,1,15,4,10,20,1,20,0,20,20,20,3,8,15,15,20,1
15243,101,59,0,T,2,36,H,M,4,1,B,28,6,380,216,68,10919,1,45,38,28,0,0,A,2,0.158,16.67,0,0,3,0,15,20,52,87,8,10.88,15,20,5,20,6,13,15,89,10.88,2
15244,89,41,0,R,1,42,H,U,6,0,P,0,,1064,334,48,18088,1,29,34,19,0,0,A,4,0.25,6.6,0.333,7.33,5,3,15,23,54,80,13,6.15,3,8,5,6,6,13,15,80,6.15,6
15245,113,38,0,U,1,2,H,F,4,1,M,6,8,1216,456,74,17051,0,20,18,38,0,0,A,1,0.091,18.5,0.091,17,2,1,26,27,62,131,9,14.56,15,20,5,20,5,11,26,110,14.56,6
15246,41,34,0,U,3,8,U,F,2,0,P,0,,1386,390,70,7202,0,7,34,44,0,0,A,2,0.111,25,0,0,2,0,18,13,32,70,3,23.33,5,25,20,25,6,13,18,39,23.33,0
15247,65,50,0,R,2,43,H,M,2,1,B,0,,448,291,82,11662,1,33,29,17,0,0,A,1,0.059,15,0.143,15,1,1,21,14,36,42,4,10.5,10,15,5,15,5,11,21,54,10.5,1
15248,53,,0,T,2,36,U,M,,0,N,0,4,420,222,74,11081,0,29,27,30,0,0,A,2,0.111,20,0,0,2,0,18,15,37,55,4,13.75,15,20,5,20,6,12,18,51,13.75,0
15249,77,61,0,T,1,34,H,M,4,0,P,0,9,673,378,77,18766,0,36,25,43,0,0,A,1,0.118,15,0.25,15,2,2,16,21,54,94,6,15.67,10,20,10,20,6,14,16,77,15.67,4
15250,89,54,0,U,1,2,H,M,7,0,B,1,9,2833,681,87,22622,0,32,40,18,1,0,A,1,0.083,20,0,0,1,0,19,18,48,90,7,12.86,15,20,5,20,4,11,19,79,12.86,4
15251,113,36,0,T,2,40,H,M,3,1,M,5,7,674,401,94,14145,0,35,33,28,0,0,A,1,0.1,15,0.111,16,2,1,20,24,63,120,12,10,11,16,5,16,6,13,20,105,10,7
15252,113,67,0,C,1,23,U,F,1,0,M,1,9,1518,485,87,28528,0,40,20,36,1,1,S,3,0.263,5.4,0.556,5.4,5,5,16,26,69,61,17,3.59,5,7,2,5,5,14,16,113,3.59,11
15253,77,69,1,U,1,1,H,F,5,0,P,0,9,3222,569,35,34407,0,20,24,38,1,1,S,3,0.25,16,0.3,16.67,5,3,16,24,75,182,11,16.55,22,32,10,32,8,31,6,69,16.55,6
15254,77,42,0,C,1,24,H,M,6,0,P,0,9,4206,789,89,37411,0,25,35,35,0,0,A,1,0.053,32,0.111,32,1,1,21,20,53,79,4,19.75,27,32,5,32,6,14,21,68,19.75,3
15255,29,,0,U,2,6,U,M,,1,N,0,,5227,981,91,40955,0,18,35,35,0,0,E,4,0.667,37.5,0.667,37.5,4,2,18,5,12,156,5,31.2,44,50,6,25,2,6,18,28,31.2,2
15256,29,69,0,U,2,5,H,F,6,0,B,0,,614,273,76,13658,0,53,39,52,0,0,N,3,0.231,30,0.333,37.5,3,2,18,10,25,90,3,30,35,50,15,25,6,13,18,25,30,2
15257,29,51,0,T,2,40,U,F,3,0,M,5,,668,322,88,12979,0,38,30,34,0,0,A,1,0.167,17.5,0.2,10,2,1,18,9,25,48,3,16,15,25,10,25,5,13,18,29,16,1
15258,77,71,0,C,3,31,U,U,,0,N,0,0,175,206,59,12028,0,28,0,65,0,0,A,1,0.136,32.67,0,0,3,0,18,22,55,164,9,18.22,45,50,5,50,6,13,18,68,18.22,1
15259,29,,0,C,2,27,U,F,2,1,P,0,,998,270,63,15672,0,30,31,35,1,0,A,2,0.231,15.33,0.429,15.33,3,3,21,11,24,46,3,15.33,10,20,10,20,6,12,21,29,15.33,3
15260,125,,0,R,2,43,U,F,2,0,P,0,1,368,217,81,9492,0,25,43,26,1,10,A,1,0.105,13,0.125,13,2,1,18,28,71,152,19,8,13,15,2,13,5,12,18,123,8,10
15261,137,,1,C,2,27,H,U,6,0,P,0,7,1552,291,66,14303,0,32,13,45,1,1,S,3,0.278,14.4,0.375,16.67,5,3,16,36,116,278,34,8.18,26,28,2,10,8,34,5,128,8.18,21
15262,53,54,0,T,1,34,H,M,5,1,B,10,7,730,350,66,12460,2,16,36,15,0,0,A,1,0.125,13,0,0,2,0,19,14,35,34,4,8.5,12,15,3,15,5,11,19,52,8.5,2
15263,101,72,0,T,2,36,U,M,1,0,B,6,0,878,402,89,15649,0,47,42,12,0,0,A,2,0.158,12.67,0,0,3,0,19,22,54,61,8,7.63,22,25,3,25,6,13,19,91,7.63,4
15264,41,,0,C,2,27,U,M,,0,N,0,,399,241,72,11333,0,33,34,36,0,0,A,1,0.095,26,0.182,26,2,2,20,22,56,112,5,22.4,12,27,15,27,6,16,20,40,22.4,4
15265,17,43,0,U,1,2,H,F,6,0,B,5,,2430,507,73,22112,0,33,33,37,0,0,N,3,0.4,7.5,0.5,10,2,1,19,6,15,18,3,6,7,10,3,3,5,12,17,20,6,1
15266,17,,0,U,2,7,U,F,,1,N,0,,1796,266,29,10720,0,15,39,38,0,0,F,1,0.2,20,0,0,1,0,16,6,13,20,1,20,0,20,20,20,5,11,16,16,20,0
15267,29,77,0,R,3,53,H,M,5,0,P,0,,198,208,84,9961,0,31,21,42,0,0,N,1,0.1,15,0.25,15,1,1,24,6,15,15,1,15,0,15,15,15,3,7,24,24,15,1
15268,113,,0,U,1,1,U,M,4,1,M,0,9,1634,451,55,45165,0,34,21,50,1,0,A,3,0.238,11.2,0.2,10,5,2,19,27,66,126,12,10.5,11,16,5,13,6,13,19,105,10.5,6
15269,89,,0,C,1,23,U,U,5,1,B,6,8,839,365,57,20151,0,33,32,50,1,0,A,3,0.222,12.5,0.25,11.5,4,2,16,19,52,80,8,10,10,15,5,15,6,14,16,81,10,5
15270,137,78,1,C,2,29,H,M,4,1,P,0,5,1803,281,80,24681,0,67,3,80,1,0,A,4,0.4,18.5,0.5,18.2,6,5,15,35,99,288,21,13.71,16,21,5,15,8,37,4,129,13.71,13
15271,113,86,1,C,2,28,H,F,5,1,P,0,9,1117,371,88,22052,0,28,21,53,1,1,S,3,0.3,9.67,0.455,9.6,6,5,22,30,112,268,37,7.24,9,11,2,9,6,23,22,111,7.24,17
15272,29,,0,R,2,49,U,F,,0,N,0,,471,236,83,9206,1,22,19,36,1,0,A,3,0.25,6.67,0.4,5,3,2,15,9,24,25,4,6.25,5,10,5,10,5,12,15,29,6.25,2
15273,41,41,0,S,2,16,H,F,4,1,B,8,,553,425,78,15396,5,45,45,26,0,0,A,2,0.118,10,0,0,2,0,18,11,28,25,3,8.33,10,15,5,5,5,11,18,42,8.33,1
15274,101,50,0,R,3,53,U,M,2,1,B,7,0,150,183,81,9358,0,35,19,48,1,1,S,3,0.211,10.5,0.333,10,4,3,17,27,72,159,17,9.35,13,15,2,10,6,13,17,101,9.35,11
15275,29,77,0,R,2,48,H,M,5,0,P,0,,577,258,88,10587,0,48,29,58,0,0,A,1,0.154,27.5,0.333,27.5,2,2,20,10,24,55,2,27.5,45,50,5,50,6,13,20,29,27.5,2
15276,101,,0,R,2,45,U,F,,1,N,0,3,481,218,84,10265,0,34,38,42,1,3,A,1,0.136,11.67,0.091,10,3,1,19,28,70,138,14,9.86,10,15,5,15,6,13,19,90,9.86,10
15277,101,,1,?,?,,U,U,,0,N,0,4,1187,328,64,13978,0,0,0,0,1,1,S,2,0.111,11.5,0.111,10,2,1,21,30,120,292,27,10.81,12,15,3,10,9,38,7,90,10.81,12
15278,41,,0,T,2,39,U,F,,0,N,0,,415,314,65,12071,0,16,23,9,0,0,A,1,0.059,25,0,0,1,0,15,12,30,50,2,25,0,25,25,25,5,12,15,38,25,0
15279,65,70,0,S,3,21,H,M,3,1,B,2,3,553,232,94,13374,0,45,0,91,1,1,S,2,0.15,10.67,0,0,3,0,18,18,46,90,10,9,7,12,5,12,6,13,18,57,9,3
15280,137,27,0,R,3,53,H,M,5,0,B,16,0,1316,571,95,19258,0,33,29,30,1,13,A,1,0.091,25,0.091,25,2,1,17,56,137,302,32,9.44,27,30,3,25,9,22,17,126,9.44,17
15281,137,72,0,C,2,27,H,F,3,1,B,18,4,859,303,55,13185,0,36,15,49,1,1,S,3,0.294,6,0.429,6,5,3,18,27,65,80,15,5.33,2,7,5,6,5,11,18,130,5.33,13
15282,41,65,0,S,2,18,H,M,4,0,B,2,,444,203,84,9449,0,37,33,27,0,0,A,4,0.167,6.33,0.143,7,3,1,17,13,35,29,5,5.8,2,7,5,7,6,13,17,43,5.8,2
15283,77,86,0,S,2,16,H,F,2,1,B,8,4,469,339,87,12923,0,28,36,18,1,1,S,3,0.273,12,0.091,10,6,1,19,22,54,133,13,10.23,11,16,5,10,6,14,18,75,10.23,3
15284,137,44,0,T,2,39,U,F,7,1,B,7,3,434,215,56,10748,0,39,37,11,1,1,S,3,0.381,6.25,0.545,6.67,8,6,24,31,76,211,35,6.03,12,15,3,5,6,13,24,120,6.03,18
15285,137,79,0,S,1,13,U,F,,1,N,0,4,943,527,81,19821,0,46,21,34,1,1,E,4,0.625,6.8,1,7,5,4,16,18,45,195,39,5,6,8,2,7,1,6,16,106,5,25
15286,137,70,0,S,2,17,U,F,,0,N,0,3,938,297,42,15721,0,26,23,20,0,0,A,2,0.143,16.67,0.2,17.5,3,2,24,31,71,197,14,14.07,10,20,10,15,6,11,24,115,14.07,7
15287,17,75,0,R,2,49,H,F,5,0,P,0,,572,282,82,11220,0,36,35,23,0,0,N,2,0.143,5,0,0,1,0,20,7,18,25,2,12.5,15,20,5,20,6,13,18,20,12.5,0
15288,41,69,0,R,2,45,H,F,1,0,P,0,,468,116,79,6836,0,49,36,44,1,0,A,4,0.35,8.29,0.444,8.31,7,4,19,12,30,63,8,7.88,4,9,5,8.75,5,10,19,37,7.88,4
15289,41,71,0,T,2,40,H,F,4,1,B,16,,541,360,81,15295,0,39,25,33,0,0,A,4,0.158,9.67,0.222,12,3,2,17,14,36,49,5,9.8,8,13,5,11,6,12,17,40,9.8,2
15290,41,74,0,R,2,43,U,M,4,1,B,0,,465,198,82,8982,0,29,28,30,1,0,A,4,0.353,4.83,0.625,4.8,6,5,16,12,29,29,6,4.83,3,6,3,5,6,12,16,36,4.83,5
15291,41,53,0,S,2,18,H,F,4,1,B,1,,567,136,12,7025,0,25,51,11,1,3,A,1,0.158,14.33,0.111,11,3,1,19,14,30,48,4,12,13,18,5,18,6,12,19,37,12,2
15292,29,55,0,S,1,12,H,F,6,1,B,2,,3683,703,82,26876,0,20,38,8,0,0,A,1,0.154,10,0.2,5,2,1,19,8,21,20,2,10,10,15,5,15,4,10,19,31,10,1
15293,89,,0,S,1,12,U,F,,0,N,0,,1181,451,77,17987,2,34,42,26,1,0,A,1,0.059,25,0,0,1,0,26,21,59,214,12,17.83,15,25,10,25,4,11,26,89,17.83,6
