CONTROL_NUMBER_N,TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
2251,0,17,,0,T,2,39,U,F,,0,N,0,,664,300,84,15164,0,32,35,30,0,0,N,3,0.286,10,0.5,10,2,2,17,8,19,25,3,8.33,5,10,5,10,6,13,17,20,8.33,2
2252,0,29,,0,T,2,36,U,F,1,1,B,0,,582,231,70,11711,0,37,42,32,0,0,A,1,0.154,12.5,0.167,10,2,1,17,9,22,25,2,12.5,5,15,10,15,4,11,17,29,12.5,1
2253,1,77,39,0,T,2,40,H,F,1,1,B,3,4,1044,366,86,22427,0,35,38,22,0,0,A,2,0.1,16,0.111,20,2,1,17,19,51,79,6,13.17,15,20,5,20,6,13,17,76,13.17,2
2254,1,53,69,0,C,2,28,H,F,3,1,M,0,5,822,318,83,17908,0,44,19,62,0,0,A,1,0.105,12.5,0.25,12.5,2,2,17,15,41,39,4,9.75,11,15,4,15,6,14,17,53,9.75,3
2255,0,113,49,0,T,2,39,U,U,,0,N,0,9,799,288,70,10636,0,25,44,16,1,0,A,1,0.095,18,0.1,19,2,1,26,27,69,155,12,12.92,15,20,5,17,5,11,26,105,12.92,7
2256,0,101,51,0,R,2,47,H,F,7,0,P,0,,1485,645,93,23549,0,27,33,30,1,1,S,4,0.35,8.71,0.364,8.75,7,4,19,23,58,108,13,8.31,18,20,2,10,6,14,19,91,8.31,6
2257,0,137,81,0,R,3,51,U,F,2,1,B,2,,349,139,74,6308,4,25,46,39,1,1,S,2,0.176,10.67,0,0,3,0,18,30,71,107,14,7.64,7,12,5,12,6,13,18,129,7.64,7
2258,0,53,,0,R,2,49,H,M,6,0,B,0,,453,285,85,11221,0,36,31,30,0,0,A,3,0.2,6.25,0.222,5,4,2,16,15,40,37,6,6.17,5,10,5,5,5,12,16,53,6.17,3
2259,0,113,59,0,R,1,42,H,U,6,1,B,1,7,1070,446,94,25018,2,50,48,42,1,1,S,3,0.222,10.5,0.444,10.5,4,4,17,28,75,155,19,8.16,8,11,3,10,6,14,17,113,8.16,16
2260,1,137,79,0,T,2,36,U,F,2,0,P,0,1,634,184,62,8708,0,36,19,38,1,1,S,4,0.227,8.6,0.273,10,5,3,19,35,84,291,33,8.82,10,15,5,8,6,14,19,126,8.82,20
2261,0,77,49,0,C,2,27,H,M,7,0,B,0,6,510,233,58,9845,0,17,28,36,0,0,A,1,0.105,30,0.2,30,2,2,24,23,55,115,5,23,20,30,10,30,6,13,24,73,23,4
2262,0,77,72,0,S,3,21,H,M,5,1,B,17,4,361,267,86,12976,0,28,14,63,1,4,A,1,0.111,14,0,0,2,0,21,18,48,68,6,11.33,10,15,5,15,5,11,21,68,11.33,2
2263,0,89,81,0,T,1,34,U,M,6,0,B,0,7,632,300,82,12416,1,33,36,29,1,0,A,1,0.143,14,0.182,13,3,2,19,26,65,109,13,8.38,13,16,3,16,6,14,19,89,8.38,6
2264,0,53,64,0,C,3,31,H,M,7,1,B,0,,636,309,47,14259,2,31,23,22,0,0,A,3,0.158,10,0.125,10,3,1,19,15,39,40,5,8,5,10,5,10,6,12,19,52,8,1
2265,1,77,,0,T,2,36,U,M,,0,N,0,4,422,228,62,10092,0,26,33,32,1,4,A,1,0.143,10.67,0,0,3,0,18,23,58,112,18,6.22,10,12,2,12,5,12,18,75,6.22,7
2266,0,77,62,0,T,2,40,H,U,6,1,B,7,8,730,416,87,16933,0,36,38,19,1,14,A,1,0.048,25,0,0,1,0,27,22,55,118,10,11.8,22,25,3,25,5,11,27,69,11.8,4
2267,0,29,87,0,U,1,3,U,F,5,1,B,9,,2979,582,55,28581,0,28,21,50,1,0,A,4,0.417,9,0.5,8.33,5,3,15,10,25,51,6,8.5,5,10,5,10,6,14,15,29,8.5,3
2268,0,113,51,0,T,2,40,H,U,5,1,B,1,8,916,500,89,16500,0,39,23,30,1,8,A,1,0.136,17,0.273,17,3,3,23,31,74,170,14,12.14,12,17,5,17,6,12,23,113,12.14,10
2269,0,137,83,1,C,2,28,H,M,2,1,B,9,7,787,380,87,19748,0,44,22,46,1,1,S,2,0.136,10.67,0.091,12,3,1,19,35,134,407,38,10.71,20,25,5,10,6,33,18,128,10.71,13
2270,0,137,,0,S,1,15,H,F,5,1,P,0,3,3613,381,21,24097,4,23,24,22,1,0,A,1,0.053,30,0.111,30,1,1,17,31,77,417,15,27.8,20,40,20,30,6,13,17,116,27.8,9
2271,0,29,47,0,R,2,43,H,F,4,0,B,9,,577,213,58,11240,19,44,19,19,0,0,A,1,0.143,12.5,0,0,2,0,18,9,22,25,2,12.5,5,15,10,15,4,10,18,31,12.5,0
2272,1,29,41,0,S,1,11,H,F,6,1,B,3,,1128,411,64,16152,21,37,71,16,0,0,N,1,0.1,25,0.25,25,1,1,24,7,17,25,1,25,0,25,25,25,4,9,24,24,25,1
2273,0,89,45,0,T,2,37,H,F,5,0,P,0,,708,261,75,12067,0,42,23,54,1,0,A,2,0.182,11,0.333,11,2,2,19,19,42,93,11,8.45,10,13,3,11,6,13,19,86,8.45,8
2274,1,29,,0,S,2,20,U,F,,0,N,0,,815,264,45,18423,0,9,0,50,0,0,A,3,0.235,10,0.125,8,4,1,17,12,27,40,4,10,5,13,8,13,6,12,17,33,10,1
2275,0,29,,0,U,1,1,U,F,2,1,M,0,,659,326,79,12013,0,21,18,18,1,0,N,4,0.364,8.25,0.4,7.5,4,2,16,9,26,33,4,8.25,6,11,5,10,6,17,16,23,8.25,2
2276,0,77,51,0,C,3,30,H,F,5,0,P,0,2,312,251,75,10060,0,37,43,18,0,0,A,2,0.118,27.5,0.125,25,2,1,26,14,38,110,4,27.5,45,50,5,30,5,11,26,68,27.5,2
2277,0,101,75,0,C,3,30,H,M,3,1,B,8,3,483,202,58,9753,0,24,0,39,1,1,S,2,0.053,22,0.111,22,1,1,23,24,64,186,11,16.91,15,25,10,25,6,15,18,96,16.91,7
2278,1,53,,0,U,3,9,H,F,5,0,P,0,1,1033,246,47,11090,2,46,18,24,1,1,S,4,0.318,19.86,0.455,15.6,7,5,19,20,47,202,16,12.63,36,41,5,20,6,13,19,53,12.63,8
2279,0,17,27,0,U,1,2,U,M,1,1,P,0,,1236,248,17,13458,0,25,12,88,0,0,F,1,0.2,18,0,0,1,0,16,5,13,18,1,18,0,18,18,18,4,11,16,16,18,0
2280,1,65,41,0,R,2,45,H,M,5,0,P,0,3,290,173,70,10700,1,27,15,55,1,1,E,4,0.412,10.43,0.7,10.43,7,7,17,18,47,111,13,8.54,8,12,4,10,5,12,17,56,8.54,10
2281,0,137,75,0,T,1,34,U,M,,0,N,0,7,1993,472,58,23862,0,32,41,29,1,3,F,2,0.211,8.5,0.222,8.5,4,2,16,33,75,114.5,15,7.63,8,11,3,6,10,24,15,127,7.63,9
2282,0,17,85,0,U,2,4,U,M,1,1,B,0,,2375,185,4,14309,0,11,21,38,0,0,F,1,0.167,20,0.333,20,1,1,21,6,14,20,1,20,0,20,20,20,4,9,21,21,20,1
2283,0,53,53,0,C,1,24,H,F,6,1,B,4,8,891,440,93,16195,4,30,50,18,0,0,A,1,0.071,15,0,0,1,0,18,11,32,31,3,10.33,10,15,5,15,4,10,18,52,10.33,1
2284,0,137,63,0,T,2,36,H,M,2,0,P,0,4,590,238,87,10043,0,47,21,56,1,1,S,4,0.476,5,0.636,5,10,7,20,34,85,194.5,39,4.99,3.5,6,2.5,5,6,11,20,126,4.99,24
2285,0,125,37,0,C,2,26,U,M,2,1,B,10,7,989,155,26,14612,0,31,19,57,0,0,A,1,0.136,15,0.091,10,3,1,26,30,68,195,13,15,18,20,2,15,5,10,26,124,15,5
2286,1,65,50,0,R,2,43,H,M,7,0,B,13,3,523,255,82,10246,0,24,27,40,1,0,A,3,0.15,13.67,0.111,12,3,1,16,18,49,83,7,11.86,5,15,10,15,6,13,16,63,11.86,2
2287,0,101,67,0,T,2,40,H,F,5,1,B,16,,736,353,78,10850,2,31,29,30,0,0,A,2,0.143,25,0.167,25,2,1,15,18,48,95,6,15.83,20,25,5,25,6,13,15,92,15.83,3
2288,1,53,61,0,S,1,14,H,M,5,1,B,1,9,3477,602,88,26463,0,28,31,20,1,1,S,2,0.278,16.4,0.4,16.75,5,4,21,18,43,118,8,14.75,10,20,10,10,6,13,18,53,14.75,5
2289,0,125,,0,R,2,44,U,F,4,1,B,0,6,675,342,91,12696,1,20,46,54,1,10,A,1,0.15,11.33,0.333,11.33,3,3,20,25,61,189,22,8.59,11,12,1,11,5,12,20,108,8.59,11
2290,1,137,66,0,R,2,45,H,F,2,0,B,0,0,407,186,70,9728,0,45,29,43,1,0,A,4,0.333,3.86,0.4,3.5,7,4,16,28,68,75,17,4.41,4,7,3,4,6,13,16,126,4.41,9
2291,0,77,39,0,T,2,39,H,F,2,0,P,0,,687,312,84,12195,9,29,38,29,1,0,A,2,0.211,8.5,0.4,8.5,4,4,21,23,56,134,16,8.38,6,11,5,8,6,12,21,73,8.38,10
2292,0,29,51,0,S,2,18,H,F,5,1,B,2,,890,454,92,17546,0,30,35,5,0,0,F,1,0,0,0,0,0,0,,6,14,20,1,20,0,20,20,20,4,10,20,20,20,0
2293,0,29,41,0,T,3,41,U,F,2,1,B,0,,336,201,56,9049,0,35,26,29,0,0,A,3,0.214,11.67,0,0,3,0,18,11,25,45,4,11.25,15,20,5,10,6,13,18,27,11.25,0
2294,1,29,49,0,R,2,44,H,M,4,1,B,0,,675,354,1,11717,0,23,53,0,0,0,F,1,0.143,20,0.333,20,1,1,21,6,14,20,1,20,0,20,20,20,4,10,21,21,20,1
2295,1,17,69,0,C,3,31,U,F,,0,N,0,,1373,379,69,19190,0,17,48,28,0,0,N,4,0.375,8.33,0.5,7.5,3,2,17,8,22,31,4,7.75,5,10,5,10,6,16,17,20,7.75,2
2296,0,65,37,0,U,2,5,U,F,4,0,P,0,7,1302,506,98,17060,0,33,15,71,1,4,A,1,0.182,13.5,0.273,12.33,4,3,18,20,51,116,10,11.6,12,17,5,17,6,15,18,57,11.6,6
2297,0,65,,0,T,3,41,U,F,1,0,B,1,0,313,71,35,8258,0,32,52,34,1,0,A,3,0.222,6.75,0.25,6,4,2,18,17,46,47,9,5.22,7,10,3,10,6,15,18,57,5.22,5
2298,1,77,64,0,C,2,27,H,F,5,1,B,27,6,1968,416,87,16541,0,27,19,36,1,0,A,1,0.133,14,0.167,15,2,1,21,16,45,47,5,9.4,10,15,5,15,4,10,21,68,9.4,3
2299,1,65,45,0,S,2,18,H,F,5,1,B,5,8,803,423,84,19029,0,29,9,60,0,0,A,1,0.067,15,0,0,1,0,18,13,38,35,3,11.67,10,15,5,15,4,12,18,57,11.67,2
2300,0,89,,0,R,2,45,U,F,1,0,P,0,,284,194,68,10190,0,29,30,38,0,0,A,2,0.158,11.33,0.222,12.5,3,2,21,20,51,67,8,8.38,12,15,3,15,6,13,21,88,8.38,4
2301,1,17,,0,T,2,38,U,M,1,1,P,0,,633,273,48,11966,0,14,44,11,0,0,F,1,0.2,15,0.5,15,1,1,17,5,13,15,1,15,0,15,15,15,4,10,17,17,15,1
2302,0,29,49,0,T,2,36,H,F,3,1,B,5,,417,279,62,13843,0,43,26,36,1,0,A,4,0.385,10,0.5,10,5,3,15,10,24,50,5,10,9,14,5,14,6,14,15,28,10,3
2303,0,53,57,0,T,2,40,H,F,7,1,B,1,8,725,365,85,13365,0,32,49,39,1,12,A,1,0.053,20,0.111,20,1,1,17,16,40,45,5,9,15,20,5,20,6,13,17,53,9,4
2304,0,101,82,0,S,2,20,H,F,1,1,B,4,,1199,281,78,16229,0,53,33,57,1,0,A,1,0.118,9,0,0,2,0,18,25,65,89,16,5.56,7,10,3,10,5,12,18,99,5.56,9
2305,0,65,81,0,T,2,37,H,F,5,1,B,7,7,440,245,82,12297,0,61,11,40,0,0,A,1,0.05,15,0.111,15,1,1,30,20,50,63,6,10.5,23,25,2,25,6,15,18,62,10.5,3
2306,0,29,59,0,C,1,24,H,F,6,1,B,9,,924,405,92,21355,0,43,0,70,0,0,A,2,0.231,11.67,0.167,10,3,1,16,10,24,35,3,11.67,15,20,5,10,6,14,16,28,11.67,1
2307,0,53,66,0,C,1,22,U,F,1,1,M,4,6,645,255,40,12925,0,26,37,28,0,0,A,1,0.067,20,0.167,20,1,1,23,12,31,33,3,11,17,20,3,20,6,12,23,52,11,2
2308,0,137,47,0,R,2,46,H,M,3,1,P,0,6,678,298,63,13409,0,38,31,33,1,1,S,3,0.211,11.75,0.2,12,4,2,18,32,72,155,16,9.69,8,13,5,13,6,13,18,128,9.69,10
2309,0,53,71,1,C,1,23,U,F,4,1,B,1,8,1569,553,80,27532,1,57,33,49,0,0,E,1,0.25,250,0.25,300,2,1,18,8,20,530,4,132.5,295,300,5,300,1,6,18,53,132.5,2
2310,0,65,33,0,S,1,12,H,F,5,1,B,0,,750,524,82,17781,2,27,49,4,0,0,A,1,0.154,13.5,0.2,20,2,1,18,14,40,35,4,8.75,17,20,3,20,6,12,18,63,8.75,3
2311,1,29,,0,R,2,48,U,F,,1,N,0,,403,325,80,12884,1,40,19,60,1,0,N,3,0.3,7.33,0.6,7.33,3,3,17,9,23,22,3,7.33,5,10,5,10,6,13,17,24,7.33,3
2312,0,77,86,0,C,3,30,U,F,4,1,P,0,1,1026,580,94,22593,0,30,31,24,1,13,A,1,0.048,17,0,0,1,0,18,23,59,90,8,11.25,12,17,5,17,6,14,18,75,11.25,3
2313,0,53,48,0,S,1,15,U,M,4,1,M,1,9,844,389,54,17258,0,7,0,74,0,0,A,1,0.071,15,0,0,1,0,26,12,31,25,2,12.5,5,15,10,15,4,9,26,53,12.5,1
2314,0,89,73,0,T,2,39,H,F,2,1,B,2,5,576,236,66,11307,12,22,31,18,0,0,A,1,0.077,16,0.167,16,1,1,16,16,47,85,7,12.14,11,16,5,16,3,9,16,78,12.14,5
2315,0,29,53,0,S,2,18,H,F,6,0,P,0,,693,392,98,12470,0,44,38,10,0,0,A,1,0.133,10,0.167,5,2,1,19,9,23,20,2,10,10,15,5,15,4,10,19,32,10,1
2316,0,89,75,0,S,1,12,H,M,4,0,B,14,8,915,401,61,16285,1,27,46,33,0,0,A,2,0.15,24,0.1,25,3,1,15,24,59,136,9,15.11,22,27,5,27,6,12,15,89,15.11,3
2317,0,29,57,0,T,2,39,H,M,4,1,P,0,,530,295,85,11228,1,27,37,25,0,0,A,1,0.154,12.5,0,0,2,0,26,8,24,25,2,12.5,5,15,10,15,4,10,26,32,12.5,0
2318,0,101,76,0,S,2,17,H,M,2,1,B,11,6,807,335,45,17791,0,34,35,26,1,1,S,2,0.263,8.8,0.182,9,5,2,18,25,60,77,14,5.5,8,10,2,10,6,13,18,91,5.5,5
2319,1,41,,0,T,1,34,H,F,7,0,M,6,,1930,462,72,31606,0,33,20,55,0,0,A,1,0.111,13,0,0,2,0,17,11,30,31,3,10.33,11,16,5,16,4,10,17,41,10.33,1
2320,1,53,71,0,R,2,43,U,M,2,0,P,0,1,350,163,65,8402,0,32,27,32,1,12,A,1,0.1,14.5,0.111,15,2,1,20,18,41,63,5,12.6,5,15,10,15,6,12,20,52,12.6,4
2321,0,53,69,0,T,2,38,H,M,6,1,B,1,,556,261,67,13995,1,36,25,37,1,0,A,3,0.167,10,0.25,10,3,2,17,16,42,47,6,7.83,5,10,5,10,6,14,17,52,7.83,3
2322,0,41,45,0,S,1,14,U,M,6,1,B,5,,1062,558,97,15810,1,29,61,12,1,0,A,2,0.273,6.83,0.273,7.33,6,3,22,17,43,83,12,6.92,9,12,3,7,6,12,22,44,6.92,4
2323,0,41,56,0,S,2,20,H,M,3,1,B,1,,625,284,55,12714,0,38,25,37,0,0,A,1,0.1,17.5,0,0,2,0,18,15,34,40,3,13.33,15,20,5,20,6,12,18,44,13.33,0
2324,0,17,,0,C,1,22,H,F,5,0,M,0,,867,399,44,16933,21,33,32,10,0,0,N,1,0.143,20,0.333,20,1,1,21,5,14,20,1,20,0,20,20,20,3,9,21,21,20,1
2325,1,53,,0,?,?,,U,U,,1,N,0,,1553,634,99,29972,0,0,0,0,0,0,E,1,0.25,25,0.25,25,2,1,18,8,19,70,3,23.33,5,25,20,25,1,5,18,53,23.33,2
2326,1,29,45,0,S,2,16,H,M,5,1,B,9,,485,257,75,10413,0,34,42,28,0,0,A,1,0.133,12.5,0.167,10,2,1,18,9,24,25,2,12.5,5,15,10,15,4,11,18,32,12.5,1
2327,0,17,76,0,T,3,41,H,F,4,1,B,6,,334,249,68,10461,0,40,23,45,0,0,F,1,0.167,30,0,0,1,0,20,6,16,30,1,30,0,30,30,30,5,11,20,20,30,0
2328,0,65,65,0,C,2,27,H,M,3,1,B,0,4,697,320,75,12602,0,32,6,45,0,0,A,1,0.1,15,0.2,15,2,2,16,19,49,60,6,10,10,15,5,15,6,14,16,65,10,5
2329,1,29,69,0,T,2,36,H,U,2,1,B,3,,565,294,82,11329,0,44,32,26,1,1,S,4,0.5,5,0.444,6,9,4,18,13,29,49,11,4.45,8,10,2,2,6,12,18,33,4.45,4
2330,0,29,,0,T,2,36,U,F,,0,N,0,,334,136,67,6438,0,28,53,28,0,0,A,2,0.235,5.75,0.222,5.5,4,2,27,13,28,41,6,6.83,12,15,3,15,6,13,18,32,6.83,2
2331,0,137,,0,R,2,43,U,F,,0,N,0,,449,238,72,10756,0,30,33,32,1,0,A,1,0.067,11,0.167,11,1,1,21,22,55,77,15,5.13,8,11,3,11,4,11,21,122,5.13,9
2332,0,125,,0,S,3,21,H,F,4,1,B,3,1,294,275,70,8851,3,27,33,46,1,4,A,1,0.143,20,0,0,3,0,16,26,61,142,9,15.78,10,20,10,20,5,12,16,114,15.78,4
2333,0,137,71,0,C,2,28,U,F,,0,N,0,5,1845,363,93,19043,2,35,17,62,1,1,S,2,0.176,8.33,0.1,5,3,1,18,25,52,103,22,4.68,8,10,2,10,6,12,18,130,4.68,9
2334,0,29,33,0,R,3,51,U,F,4,0,P,0,,345,176,86,8132,0,31,37,31,0,0,A,2,0.2,16.67,0.143,20,3,1,18,11,25,50,3,16.67,6,20,14,16,6,13,18,31,16.67,1
2335,0,89,81,0,T,1,35,H,M,4,1,B,2,,630,272,72,20204,0,23,24,50,1,0,A,1,0.125,30,0.125,30,2,1,18,21,50,140,6,23.33,20,30,10,30,6,13,18,92,23.33,5
2336,0,17,,0,U,3,8,U,M,4,1,B,0,,648,270,57,11040,0,29,39,26,0,0,F,1,0.143,28,0.333,28,1,1,20,7,17,28,1,28,0,28,28,28,5,11,20,20,28,1
2337,0,53,61,0,T,2,40,H,F,5,0,P,0,,0,0,0,0,0,29,25,37,1,1,S,3,0.318,11.71,0.364,12,7,4,21,19,45,126,13,9.69,8,13,5,13,6,13,21,53,9.69,6
2338,0,137,80,0,?,?,,H,M,6,1,B,2,,851,334,54,14602,0,0,0,0,1,1,S,2,0.182,12,0.5,12,2,2,21,27,65,95,11,8.64,7,12,5,12,5,10,21,128,8.64,9
2339,0,41,73,0,R,2,48,H,F,5,0,P,0,,614,250,81,13969,0,53,21,45,1,1,S,4,0.375,2.5,0.5,3,6,4,22,13,30,23,10,2.3,4,5,1,3,6,11,22,41,2.3,5
2340,1,77,67,0,R,2,49,H,F,2,0,P,0,4,412,311,76,13227,0,40,36,29,0,0,A,1,0.056,16,0,0,1,0,26,19,46,56,6,9.33,11,16,5,16,5,10,26,76,9.33,1
2341,0,41,58,0,S,1,12,H,M,3,1,B,1,,1068,456,91,19736,3,29,18,49,0,0,A,2,0.188,17,0.143,15,3,1,23,12,28,61,4,15.25,10,20,10,15,6,12,23,33,15.25,1
2342,0,89,7,0,U,1,3,H,M,6,1,B,23,6,1919,486,75,24476,0,21,55,33,0,0,A,1,0.111,18,0.222,18,2,2,24,21,51,70,6,11.67,15,18,3,18,5,10,24,88,11.67,5
2343,0,89,44,0,T,2,40,U,M,3,1,P,0,4,1206,390,72,16589,0,43,48,29,1,0,A,4,0.35,13.86,0.4,12.5,7,4,19,23,60,130,12,10.83,17,22,5,14,6,15,19,89,10.83,8
2344,0,65,75,0,S,1,11,H,M,4,0,P,0,8,2766,551,62,23410,0,30,43,27,1,1,S,3,0.333,5.83,0.5,5.6,6,5,18,19,43,59,13,4.54,5,7,2,7,5,11,18,57,4.54,9
2345,0,41,37,0,T,1,35,H,M,5,0,P,0,8,812,251,89,12510,0,49,28,35,1,0,A,1,0.2,12.5,0.2,15.5,4,2,21,16,38,55,5,11,15,20,5,20,6,13,21,44,11,2
2346,0,41,17,0,C,3,30,H,F,1,1,B,2,,249,148,59,7275,0,37,26,25,0,0,A,2,0.15,20,0.333,20,3,3,17,14,35,70,4,17.5,10,20,10,20,6,12,17,41,17.5,4
2347,1,89,47,0,S,3,21,U,M,,0,N,0,3,756,405,68,15709,0,33,19,30,0,0,A,2,0.1,30,0.1,30,2,1,24,24,58,167,7,23.86,25,35,10,30,6,12,24,79,23.86,2
2348,0,41,,0,S,1,11,U,F,,1,N,0,6,1713,518,75,23471,0,31,55,18,0,0,A,2,0.136,29.33,0,0,3,0,19,17,42,168,6,28,7,32,25,32,6,13,19,45,28,1
2349,0,125,,0,T,2,36,U,F,,0,N,0,2,439,235,60,11363,0,25,9,72,1,1,S,3,0.2,32.5,0.2,10,4,2,18,29,80,300,21,14.29,90,100,10,100,6,16,18,124,14.29,14
2350,1,41,74,0,T,2,36,H,M,3,1,B,11,,571,295,82,19940,2,27,32,44,1,1,S,3,0.389,6.43,0.5,5.8,7,5,17,15,33,52,9,5.78,7,10,3,7,6,13,17,41,5.78,6
2351,0,65,67,0,S,1,13,H,M,3,1,B,8,,5869,665,88,41382,0,25,20,59,0,0,A,1,0.059,50,0,0,1,0,26,16,46,80,3,26.67,40,50,10,50,5,11,26,64,26.67,1
2352,0,77,,0,T,2,39,H,F,2,1,B,3,4,663,232,74,11743,0,22,49,22,1,1,S,2,0.05,10,0,0,1,0,18,22,80,153,11,13.91,8,18,10,10,6,29,18,74,13.91,3
2353,0,137,51,0,S,1,12,H,M,7,0,B,0,7,1878,523,88,16084,0,29,53,10,1,1,S,2,0.182,17.5,0,0,4,0,17,31,75,225,18,12.5,20,25,5,25,6,14,17,128,12.5,9
2354,0,29,28,0,S,1,14,H,F,7,1,B,4,,1210,595,87,23270,0,17,35,10,0,0,A,2,0.176,12.33,0.25,11,3,2,21,11,27,37,3,12.33,5,15,10,12,5,11,21,33,12.33,2
2355,0,137,76,0,C,2,27,H,F,3,1,B,18,6,576,292,59,12762,0,22,30,30,1,1,S,4,0.333,5,0.273,5,7,3,16,31,75,112,32,3.5,3,5,2,5,4,9,16,128,3.5,18
2356,0,29,77,0,T,1,34,H,M,5,0,P,0,,774,360,70,16493,0,27,22,43,0,0,A,2,0.2,8.33,0.333,10,3,2,16,10,26,25,3,8.33,10,15,5,15,6,13,16,32,8.33,2
2357,1,113,53,0,S,1,15,H,F,6,1,B,9,5,1129,332,51,22706,0,24,64,13,1,0,A,1,0.15,18.33,0.3,18.33,3,3,24,29,71,250,12,20.83,25,30,5,25,6,12,24,113,20.83,8
2358,0,137,,0,T,2,37,H,F,3,1,M,8,,469,187,82,9209,0,34,27,66,1,1,S,3,0.235,7,0.286,8,4,2,17,27,71,111,19,5.84,9,9,0,0,5,14,14,124,5.84,14
2359,1,89,40,0,T,2,39,H,M,4,1,B,2,7,696,387,94,12711,0,17,46,6,0,0,A,1,0.071,17,0.167,17,1,1,18,18,45,69,5,13.8,7,17,10,17,4,10,18,78,13.8,4
2360,1,101,56,0,C,1,22,U,U,,0,N,0,2,1452,286,48,13126,1,18,41,27,1,1,S,2,0.15,16.67,0.2,15,3,2,20,24,62,164,13,12.62,15,20,5,20,4,8,20,93,12.62,7
2361,0,17,28,0,S,1,12,U,M,5,0,B,1,,861,461,80,15421,0,28,66,3,0,0,F,1,0.2,15,0.5,15,1,1,17,5,13,15,1,15,0,15,15,15,4,10,17,17,15,1
2362,1,137,42,0,R,3,51,U,F,,0,N,0,3,386,177,82,8524,0,34,31,33,1,12,A,1,0.095,20,0.091,20,2,1,19,32,68,240,16,15,10,20,10,20,6,13,19,130,15,10
2363,0,77,,0,S,2,20,U,F,,0,N,0,,1473,360,67,13945,0,36,33,37,0,0,A,3,0.235,15.25,0.125,19,4,1,18,20,51,93,9,10.33,14,19,5,15,6,14,18,77,10.33,4
2364,0,17,77,0,S,2,17,H,M,2,1,B,6,,871,360,59,14160,1,28,39,18,0,0,F,1,0.25,25,0,0,1,0,15,6,12,25,1,25,0,25,25,25,5,10,15,15,25,0
2365,0,113,42,0,U,3,8,H,F,3,0,P,0,2,508,270,65,13229,0,30,33,67,1,0,A,2,0.143,13.33,0.1,10,3,1,17,25,58,90,10,9,19,20,1,20,6,13,17,111,9,6
2366,1,125,47,0,U,3,8,U,F,,0,N,0,4,1613,350,72,8897,0,6,37,35,1,1,S,2,0.227,10.4,0.273,9.33,5,3,24,31,77,203,31,6.55,13,15,2,9,5,11,24,122,6.55,17
2367,0,77,,0,T,1,35,U,M,3,0,P,0,7,4306,572,82,25105,2,30,37,24,1,1,S,3,0.182,21.5,0.273,21.33,4,3,18,24,61,399,21,19,22,25,3,22,6,13,18,69,19,9
2368,0,65,,0,R,2,49,U,F,,0,N,0,6,635,275,83,9084,0,28,30,26,1,0,A,2,0.15,16,0.1,15,3,1,18,18,42,69,6,11.5,12,17,5,16,6,13,18,50,11.5,3
2369,1,89,,0,T,2,38,H,M,2,1,B,9,6,576,216,52,17149,0,22,26,47,1,1,S,2,0.167,23.33,0.111,25,3,1,17,23,57,141,8,17.63,20,25,5,25,6,12,17,88,17.63,6
2370,1,101,,0,R,2,44,U,M,,0,N,0,,1314,363,84,12406,1,37,38,30,0,0,A,2,0.111,27.5,0,0,2,0,17,17,56,105,6,17.5,29,30,1,30,5,12,17,97,17.5,1
2371,0,41,,0,C,2,27,U,M,5,1,M,0,,924,503,94,17715,0,25,46,31,1,1,S,4,0.571,6.67,0.545,7,12,6,16,17,41,102,16,6.38,8,10,2,6,6,15,15,44,6.38,8
2372,0,41,72,0,C,2,27,H,F,1,1,B,4,,813,246,62,12688,15,43,22,17,1,0,A,1,0.2,29.25,0.2,5.5,4,2,18,15,37,125,6,20.83,97,100,3,100,6,15,18,40,20.83,3
2373,0,137,63,0,T,2,36,U,U,,0,N,0,1,470,209,80,8904,0,25,12,66,1,1,S,4,0.318,4,0.455,4.2,7,5,18,33,73,84,29,2.9,5,6,1,6,6,12,18,126,2.9,17
